Customer,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Customer Lifetime Value
HU72679,Oregon,No,Basic,Doctor,2/27/11,Employed,M,90334,Urban,Divorced,119,4,46,0,9,Corporate Auto,Corporate L3,Offer3,Branch,423.785148,SUV,Medsize,9635.58373
IR29181,California,No,Premium,High School or Below,2/14/11,Employed,M,45262,Suburban,Married,117,25,32,0,7,Corporate Auto,Corporate L2,Offer1,Branch,842.4,Four-Door Car,Small,9336.123495
UQ54273,California,Yes,Basic,College,3/1/2011,Retired,M,25251,Suburban,Divorced,66,13,43,0,2,Personal Auto,Personal L3,Offer2,Web,316.8,Four-Door Car,Medsize,11790.49617
HQ76003,Nevada,No,Basic,High School or Below,4/1/2011,Employed,F,40602,Urban,Single,105,14,84,0,2,Personal Auto,Personal L3,Offer2,Branch,459.895876,Sports Car,Medsize,12383.5306
SX75100,Arizona,No,Basic,Bachelor,9/1/2011,Employed,M,79065,Urban,Married,69,13,24,0,1,Corporate Auto,Corporate L2,Offer2,Web,290.886242,Four-Door Car,Medsize,2760.476712
MN79082,Oregon,No,Extended,College,5/1/2011,Employed,M,46750,Suburban,Married,82,20,74,1,3,Corporate Auto,Corporate L1,Offer3,Branch,672.026958,Two-Door Car,Small,6444.076976
CR92272,Arizona,No,Basic,Doctor,1/16/11,Employed,F,57664,Urban,Married,100,21,48,0,7,Personal Auto,Personal L2,Offer1,Agent,344.92729,SUV,Medsize,8051.56643
OF46381,California,No,Basic,High School or Below,6/2/2011,Unemployed,M,0,Suburban,Single,73,22,93,0,2,Personal Auto,Personal L2,Offer1,Agent,525.6,Two-Door Car,Small,7659.71722
ZY78741,California,No,Extended,High School or Below,2/25/11,Unemployed,M,0,Suburban,Single,87,24,23,0,7,Corporate Auto,Corporate L2,Offer2,Agent,626.4,Four-Door Car,Large,6081.481291
DY34902,Oregon,No,Basic,High School or Below,9/1/2011,Employed,F,81182,Suburban,Single,64,3,45,0,8,Corporate Auto,Corporate L2,Offer2,Branch,307.2,Four-Door Car,Small,5168.152276
QB14114,Oregon,No,Extended,High School or Below,1/13/11,Employed,F,81850,Urban,Single,132,1,75,0,1,Personal Auto,Personal L3,Offer1,Call Center,429.860895,Sports Car,Medsize,5275.056933
AT36002,Washington,No,Basic,College,4/2/2011,Unemployed,F,0,Suburban,Single,193,30,38,0,7,Personal Auto,Personal L1,Offer1,Agent,1610.261914,Luxury SUV,Medsize,13579.29911
VY76337,Washington,No,Basic,High School or Below,1/20/11,Disabled,M,15131,Suburban,Married,67,14,13,0,9,Personal Auto,Personal L3,Offer1,Agent,321.6,Four-Door Car,Large,5112.104787
MA15172,California,Yes,Premium,Bachelor,5/1/2011,Retired,F,14290,Suburban,Married,271,20,40,0,1,Personal Auto,Personal L2,Offer1,Agent,1300.8,Luxury SUV,Medsize,10179.71704
DH93217,California,No,Extended,Master,2/23/11,Employed,F,52651,Suburban,Single,94,34,20,0,2,Personal Auto,Personal L3,Offer3,Call Center,451.2,Two-Door Car,Small,29874.74493
PU73501,Arizona,Yes,Basic,Bachelor,2/18/11,Employed,M,97361,Suburban,Single,73,6,85,0,2,Personal Auto,Personal L1,Offer1,Agent,350.4,Four-Door Car,Medsize,8622.835375
HI74419,Washington,Yes,Basic,College,5/2/2011,Employed,M,50825,Urban,Married,102,3,46,0,3,Personal Auto,Personal L2,Offer1,Agent,369.614729,SUV,Medsize,8092.87696
UD47050,Oregon,Yes,Extended,High School or Below,12/1/2011,Employed,M,26876,Suburban,Single,76,17,72,0,8,Corporate Auto,Corporate L2,Offer1,Agent,364.8,Four-Door Car,Medsize,6005.214792
RO77709,California,No,Basic,High School or Below,1/26/11,Employed,M,63775,Urban,Married,100,29,3,0,3,Corporate Auto,Corporate L1,Offer2,Call Center,462.753151,SUV,Small,8008.095994
DP33625,Arizona,Yes,Basic,College,5/2/2011,Employed,M,50825,Urban,Married,102,3,46,0,3,Personal Auto,Personal L1,Offer1,Agent,369.614729,SUV,Medsize,8092.87696
BJ65040,Arizona,No,Basic,High School or Below,3/1/2011,Employed,F,93558,Suburban,Married,67,19,5,0,1,Personal Auto,Personal L3,Offer4,Agent,478.234236,Four-Door Car,Medsize,2733.431887
OJ60800,Oregon,No,Basic,Bachelor,1/27/11,Employed,M,75988,Urban,Divorced,67,0,40,0,2,Personal Auto,Personal L1,Offer1,Agent,200.54531,Four-Door Car,Medsize,7930.602564
HH80006,Oregon,No,Extended,High School or Below,2/15/11,Unemployed,F,0,Suburban,Single,92,3,9,0,1,Personal Auto,Personal L1,Offer1,Web,711.323244,Four-Door Car,Small,3300.684961
WH56217,Washington,No,Basic,College,2/14/11,Medical Leave,M,29136,Suburban,Divorced,118,16,72,0,9,Corporate Auto,Corporate L1,Offer1,Agent,566.4,SUV,Large,8927.565817
OX24868,California,No,Premium,High School or Below,2/25/11,Unemployed,F,0,Suburban,Single,168,11,46,0,1,Personal Auto,Personal L3,Offer1,Agent,1476.670903,SUV,Medsize,6021.842473
OY95386,California,No,Basic,Bachelor,5/2/2011,Unemployed,F,0,Suburban,Married,115,21,62,0,9,Personal Auto,Personal L2,Offer3,Branch,552.0,SUV,Medsize,8418.573784
RX31862,California,No,Extended,High School or Below,1/24/11,Employed,M,49529,Urban,Married,78,4,78,0,3,Personal Auto,Personal L2,Offer4,Agent,234.723464,Two-Door Car,Medsize,6176.700392
JF32940,Oregon,No,Extended,Bachelor,12/1/2011,Employed,F,31789,Rural,Married,130,11,65,0,2,Personal Auto,Personal L2,Offer2,Agent,316.418786,SUV,Small,15663.65604
IF30418,California,Yes,Basic,Master,1/14/11,Employed,F,34990,Rural,Single,65,23,73,0,1,Personal Auto,Personal L3,Offer2,Web,42.689135,Four-Door Car,Medsize,2574.020376
HM41195,Arizona,No,Extended,High School or Below,2/1/2011,Medical Leave,M,22906,Suburban,Married,76,17,27,0,8,Personal Auto,Personal L3,Offer4,Branch,519.883102,Four-Door Car,Large,5746.32619
NJ43658,California,No,Basic,Master,11/1/2011,Disabled,M,21724,Suburban,Married,198,4,51,0,2,Corporate Auto,Corporate L1,Offer1,Agent,1505.230405,Luxury SUV,Large,22721.47396
FI90697,Oregon,No,Extended,Bachelor,2/19/11,Employed,M,76549,Urban,Married,132,3,5,0,3,Personal Auto,Personal L3,Offer2,Agent,616.349424,SUV,Medsize,10507.50144
UQ87917,Oregon,No,Basic,High School or Below,1/24/11,Employed,M,77060,Urban,Married,106,23,90,0,2,Personal Auto,Personal L2,Offer1,Branch,468.566133,SUV,Medsize,12941.73353
FE46445,Arizona,No,Extended,High School or Below,1/22/11,Employed,F,25411,Urban,Married,86,8,73,0,8,Personal Auto,Personal L1,Offer2,Branch,242.807725,Four-Door Car,Medsize,6965.423975
FG91922,Arizona,No,Basic,Master,7/2/2011,Employed,M,48587,Suburban,Married,111,7,14,0,2,Personal Auto,Personal L2,Offer1,Branch,532.8,SUV,Medsize,40224.01359
TN17395,California,Yes,Basic,College,1/30/11,Unemployed,M,0,Suburban,Married,102,35,48,0,2,Personal Auto,Personal L3,Offer1,Branch,489.6,SUV,Medsize,22103.5072
WG33213,California,No,Basic,Bachelor,1/23/11,Employed,F,55005,Suburban,Divorced,70,31,39,1,1,Personal Auto,Personal L2,Offer4,Call Center,336.0,Four-Door Car,Medsize,2808.078361
PV99529,Arizona,No,Extended,Bachelor,7/1/2011,Unemployed,M,0,Suburban,Divorced,77,15,31,0,1,Personal Auto,Personal L1,Offer1,Branch,404.82483,Two-Door Car,Medsize,2724.430809
XE10977,Oregon,No,Basic,High School or Below,1/1/2011,Employed,F,71684,Urban,Married,66,7,17,0,1,Personal Auto,Personal L3,Offer2,Web,196.065149,Two-Door Car,Medsize,2677.495763
OQ27893,Oregon,No,Basic,High School or Below,10/1/2011,Employed,M,20510,Suburban,Married,74,32,63,0,1,Personal Auto,Personal L3,Offer2,Agent,355.2,Two-Door Car,Medsize,2903.242245
BZ33435,Arizona,No,Basic,Bachelor,2/26/11,Employed,F,56017,Rural,Married,71,1,98,0,6,Corporate Auto,Corporate L3,Offer1,Branch,51.995897,Four-Door Car,Small,5638.262608
UR56056,Oregon,No,Extended,Bachelor,6/2/2011,Employed,M,73268,Rural,Married,137,30,35,0,3,Personal Auto,Personal L3,Offer3,Agent,41.139806,SUV,Medsize,10881.77039
QQ90441,Nevada,Yes,Premium,High School or Below,1/2/2011,Employed,F,59207,Suburban,Single,116,23,21,0,2,Personal Auto,Personal L1,Offer1,Agent,556.8,Four-Door Car,Medsize,13770.97618
NS38229,Nevada,No,Basic,College,2/21/11,Employed,F,63147,Rural,Married,64,1,91,0,4,Personal Auto,Personal L2,Offer1,Agent,87.565229,Four-Door Car,Medsize,5126.038871
LZ10377,California,No,Extended,High School or Below,1/22/11,Employed,M,47451,Suburban,Married,87,0,31,1,6,Personal Auto,Personal L3,Offer2,Agent,417.6,Four-Door Car,Medsize,6802.06713
UH76090,California,No,Extended,Bachelor,2/2/2011,Unemployed,F,0,Suburban,Single,136,31,75,4,3,Personal Auto,Personal L1,Offer1,Call Center,1237.257917,SUV,Medsize,8818.051498
VU71619,California,No,Basic,Bachelor,10/1/2011,Employed,M,96402,Urban,Married,110,29,41,0,2,Personal Auto,Personal L3,Offer3,Agent,379.897943,SUV,Medsize,13277.08425
MJ51323,Oregon,Yes,Extended,Bachelor,10/2/2011,Employed,F,46503,Suburban,Divorced,215,4,21,1,1,Personal Auto,Personal L2,Offer1,Agent,1032.0,Luxury SUV,Medsize,8427.172486
NZ98813,California,No,Basic,High School or Below,11/2/2011,Medical Leave,F,29658,Suburban,Divorced,119,20,66,0,2,Personal Auto,Personal L3,Offer1,Call Center,571.2,SUV,Medsize,13840.16012
SM17747,Arizona,No,Basic,College,1/18/11,Employed,M,29038,Rural,Married,69,14,61,0,1,Personal Auto,Personal L2,Offer2,Branch,56.351667,Four-Door Car,Medsize,2693.663643
GG91020,Nevada,No,Basic,Bachelor,10/2/2011,Unemployed,M,0,Suburban,Single,72,17,52,0,2,Personal Auto,Personal L1,Offer1,Agent,345.6,Four-Door Car,Medsize,9656.759549
CP28581,Arizona,No,Basic,College,11/2/2011,Employed,M,59230,Rural,Married,107,11,56,0,5,Personal Auto,Personal L3,Offer1,Branch,245.076091,SUV,Medsize,8513.592687
KX64629,California,No,Basic,College,1/18/11,Unemployed,F,0,Suburban,Single,64,3,26,0,1,Personal Auto,Personal L3,Offer4,Call Center,744.924331,Four-Door Car,Medsize,2228.525238
OT52034,California,No,Extended,Bachelor,2/2/2011,Employed,M,24204,Suburban,Married,99,25,41,1,1,Personal Auto,Personal L3,Offer2,Branch,707.303416,Four-Door Car,Medsize,3864.776795
UZ97486,California,Yes,Basic,Bachelor,1/17/11,Employed,M,35095,Suburban,Divorced,73,25,56,0,2,Corporate Auto,Corporate L2,Offer2,Call Center,525.6,Two-Door Car,Small,16979.79757
IF38438,Arizona,No,Extended,High School or Below,2/14/11,Employed,F,44695,Rural,Married,79,14,51,2,2,Personal Auto,Personal L2,Offer1,Call Center,81.166323,Two-Door Car,Medsize,21522.94749
PA80607,Oregon,No,Basic,High School or Below,2/25/11,Employed,M,85483,Urban,Married,67,8,15,0,2,Personal Auto,Personal L3,Offer2,Agent,314.143133,Two-Door Car,Medsize,8096.312478
NS10490,Oregon,No,Basic,Bachelor,2/26/11,Employed,F,83235,Suburban,Married,70,16,33,0,2,Personal Auto,Personal L3,Offer2,Agent,336.0,Two-Door Car,Medsize,14158.61364
WV37081,California,No,Basic,College,1/13/11,Employed,M,25963,Urban,Married,66,11,35,0,9,Personal Auto,Personal L3,Offer2,Web,298.954932,Four-Door Car,Medsize,5158.576449
PU25344,California,No,Basic,Bachelor,1/27/11,Unemployed,M,0,Suburban,Single,106,24,77,0,6,Personal Auto,Personal L2,Offer1,Call Center,1247.79856,SUV,Large,7275.894536
OP54725,Washington,No,Premium,College,1/29/11,Employed,M,53351,Suburban,Married,119,4,7,0,6,Personal Auto,Personal L3,Offer1,Branch,571.2,Four-Door Car,Small,9540.923395
ZT60177,California,No,Basic,High School or Below,2/20/11,Unemployed,F,0,Suburban,Single,108,4,29,0,1,Personal Auto,Personal L3,Offer1,Web,932.654942,Sports Car,Medsize,3802.994357
LE43061,California,No,Premium,High School or Below,2/20/11,Unemployed,M,0,Suburban,Single,105,13,22,0,1,Personal Auto,Personal L3,Offer1,Web,756.0,Four-Door Car,Medsize,3728.83013
PG26401,Washington,No,Basic,High School or Below,1/24/11,Employed,M,77603,Suburban,Married,114,10,83,0,8,Personal Auto,Personal L1,Offer2,Call Center,547.2,SUV,Medsize,9191.672825
RB38792,Oregon,Yes,Extended,College,7/1/2011,Employed,M,66429,Rural,Married,136,35,93,0,1,Personal Auto,Personal L3,Offer2,Agent,57.712985,Sports Car,Medsize,5389.499465
TU67471,Washington,Yes,Basic,High School or Below,1/1/2011,Employed,F,92766,Suburban,Married,71,17,15,0,2,Personal Auto,Personal L2,Offer2,Agent,379.029102,Two-Door Car,Large,20096.89337
BC53546,Oregon,No,Basic,Bachelor,2/19/11,Employed,M,35396,Suburban,Divorced,70,32,12,0,3,Personal Auto,Personal L3,Offer4,Call Center,336.0,Two-Door Car,Medsize,5500.576161
BK61065,California,Yes,Basic,Master,1/13/11,Employed,M,56005,Suburban,Married,68,31,30,1,3,Personal Auto,Personal L2,Offer1,Branch,326.4,Four-Door Car,Small,5479.555081
HZ39407,Washington,No,Basic,Master,2/18/11,Disabled,M,26713,Rural,Divorced,71,22,69,0,1,Personal Auto,Personal L1,Offer1,Agent,142.695319,Four-Door Car,Medsize,2686.535218
NT82538,Oregon,No,Basic,Bachelor,2/19/11,Unemployed,F,0,Suburban,Single,63,14,45,0,3,Personal Auto,Personal L3,Offer2,Branch,419.610914,Two-Door Car,Medsize,4496.977642
DK32872,Nevada,No,Extended,High School or Below,1/18/11,Employed,F,66957,Suburban,Married,131,31,4,1,1,Personal Auto,Personal L1,Offer2,Web,628.8,SUV,Medsize,5234.331741
OU76593,Oregon,No,Extended,College,1/21/11,Unemployed,M,0,Suburban,Married,96,11,55,0,5,Personal Auto,Personal L3,Offer2,Agent,460.8,Four-Door Car,Medsize,6912.03963
OZ82391,California,No,Extended,Master,9/1/2011,Employed,M,50269,Rural,Divorced,80,15,88,0,3,Personal Auto,Personal L1,Offer2,Call Center,32.228778,Two-Door Car,Large,6289.014959
PJ74689,Nevada,No,Extended,Bachelor,1/25/11,Unemployed,F,0,Suburban,Married,139,2,33,1,2,Personal Auto,Personal L3,Offer3,Call Center,667.2,SUV,Medsize,14741.76092
WG51244,Oregon,No,Basic,Bachelor,2/26/11,Employed,M,48107,Suburban,Divorced,190,6,34,2,2,Corporate Auto,Corporate L2,Offer1,Call Center,912.0,Luxury SUV,Small,21850.34627
AW77988,Oregon,No,Basic,High School or Below,6/1/2011,Disabled,M,17588,Suburban,Single,192,24,92,0,2,Personal Auto,Personal L1,Offer1,Web,1382.4,Luxury Car,Medsize,35850.59935
YL81070,Oregon,No,Extended,High School or Below,5/2/2011,Unemployed,M,0,Suburban,Single,205,14,63,0,4,Personal Auto,Personal L1,Offer1,Call Center,1476.0,Luxury Car,Medsize,14396.24222
EL92515,Oregon,No,Extended,College,1/27/11,Employed,F,41121,Suburban,Divorced,94,20,56,0,2,Personal Auto,Personal L2,Offer1,Call Center,451.2,Four-Door Car,Medsize,11211.59027
UV44323,California,No,Extended,College,6/1/2011,Unemployed,F,0,Suburban,Married,133,11,95,0,1,Personal Auto,Personal L2,Offer2,Branch,638.4,SUV,Large,4903.131185
EP26605,Washington,No,Basic,Bachelor,1/14/11,Employed,F,44833,Suburban,Divorced,72,24,59,0,3,Personal Auto,Personal L2,Offer1,Agent,345.6,Two-Door Car,Medsize,5688.20499
BV12771,California,No,Basic,College,2/27/11,Unemployed,M,0,Suburban,Married,112,23,20,0,2,Personal Auto,Personal L2,Offer3,Branch,537.6,SUV,Medsize,27420.81318
LP76290,Oregon,No,Premium,Master,1/30/11,Employed,M,62588,Suburban,Single,104,21,22,0,3,Special Auto,Special L2,Offer4,Web,499.2,Four-Door Car,Medsize,8246.830811
GQ78238,Oregon,No,Extended,High School or Below,2/13/11,Employed,M,65167,Suburban,Married,131,22,85,0,1,Personal Auto,Personal L2,Offer2,Call Center,628.8,SUV,Medsize,5213.3743
KP96020,Arizona,No,Basic,Bachelor,2/27/11,Employed,F,39660,Urban,Married,107,3,46,0,1,Corporate Auto,Corporate L2,Offer1,Agent,416.8496,Sports Car,Small,4330.769101
DB16336,Nevada,Yes,Extended,College,2/19/11,Unemployed,F,0,Suburban,Divorced,87,4,4,3,1,Corporate Auto,Corporate L3,Offer2,Agent,420.041981,Four-Door Car,Medsize,2659.70565
QI31659,California,No,Basic,Bachelor,2/26/11,Employed,F,76797,Urban,Single,71,22,2,0,2,Personal Auto,Personal L3,Offer2,Call Center,234.771653,Four-Door Car,Medsize,16953.08411
KL83882,Nevada,No,Extended,Bachelor,2/15/11,Employed,F,72661,Suburban,Married,83,17,21,1,4,Personal Auto,Personal L3,Offer1,Branch,398.4,Four-Door Car,Small,6639.328932
VW65691,Oregon,No,Basic,High School or Below,10/2/2011,Unemployed,F,0,Suburban,Single,64,16,42,1,5,Personal Auto,Personal L3,Offer1,Call Center,460.8,Four-Door Car,Small,4314.065657
IX18485,California,No,Extended,High School or Below,1/2/2011,Retired,F,27443,Suburban,Divorced,86,3,1,2,2,Personal Auto,Personal L2,Offer1,Agent,685.048914,Four-Door Car,Medsize,9594.248898
DF71709,California,No,Premium,College,1/19/11,Medical Leave,M,12439,Suburban,Divorced,115,22,78,0,2,Corporate Auto,Corporate L1,Offer2,Agent,552.0,Two-Door Car,Medsize,12624.96121
EP83939,Arizona,No,Basic,High School or Below,1/26/11,Employed,M,91416,Rural,Married,69,4,39,0,5,Personal Auto,Personal L3,Offer2,Call Center,109.904496,Four-Door Car,Medsize,5575.751228
ZG23976,California,No,Premium,Bachelor,2/20/11,Employed,F,96200,Suburban,Married,107,9,45,0,3,Personal Auto,Personal L2,Offer2,Web,513.6,Two-Door Car,Small,8632.783576
EN54716,Oregon,Yes,Basic,Doctor,1/27/11,Disabled,F,21986,Suburban,Divorced,63,1,9,0,1,Personal Auto,Personal L1,Offer2,Branch,333.696228,Two-Door Car,Medsize,2395.57
DK26322,Washington,No,Basic,High School or Below,1/22/11,Medical Leave,M,26887,Suburban,Single,113,32,67,0,2,Special Auto,Special L3,Offer1,Web,542.4,SUV,Small,12321.83615
XD19934,Oregon,No,Extended,High School or Below,2/25/11,Employed,M,61650,Rural,Single,88,8,2,0,2,Personal Auto,Personal L3,Offer2,Web,117.470445,Four-Door Car,Medsize,10506.93706
XH54129,California,No,Premium,High School or Below,2/17/11,Employed,F,72193,Urban,Married,118,1,46,0,1,Personal Auto,Personal L3,Offer4,Branch,552.646907,Four-Door Car,Medsize,4755.762589
DQ92905,Arizona,No,Basic,Bachelor,2/24/11,Unemployed,M,0,Suburban,Single,65,16,3,0,2,Personal Auto,Personal L3,Offer1,Web,312.0,Four-Door Car,Medsize,12989.81806
NA14154,California,No,Basic,Bachelor,1/24/11,Employed,M,59292,Urban,Married,64,14,92,0,4,Corporate Auto,Corporate L3,Offer2,Call Center,218.491318,Two-Door Car,Medsize,5044.857229
HQ32112,Arizona,No,Extended,High School or Below,1/1/2011,Employed,M,68131,Rural,Married,130,22,27,0,1,Personal Auto,Personal L2,Offer4,Branch,226.607648,SUV,Medsize,5244.40475
NW23827,California,No,Basic,College,5/1/2011,Unemployed,F,0,Rural,Married,63,21,23,0,7,Personal Auto,Personal L3,Offer1,Agent,151.231247,Four-Door Car,Medsize,4652.91278
JV79596,Oregon,No,Basic,Bachelor,1/1/2011,Disabled,F,27627,Suburban,Married,63,10,43,0,2,Special Auto,Special L2,Offer3,Call Center,453.6,Two-Door Car,Small,14594.45235
FH14955,California,No,Basic,College,1/21/11,Unemployed,M,0,Suburban,Single,64,10,34,0,4,Corporate Auto,Corporate L3,Offer3,Call Center,307.2,Four-Door Car,Medsize,4467.705159
QN13323,Oregon,No,Basic,High School or Below,1/17/11,Employed,M,89096,Rural,Single,111,1,50,0,3,Personal Auto,Personal L1,Offer2,Branch,64.98293,SUV,Large,8718.056722
GG68407,Washington,No,Basic,High School or Below,2/22/11,Unemployed,F,0,Suburban,Single,65,13,7,0,1,Personal Auto,Personal L3,Offer2,Agent,468.0,Four-Door Car,Medsize,2321.88367
UU92753,Oregon,No,Basic,Doctor,11/1/2011,Employed,F,85537,Urban,Married,108,4,91,0,2,Personal Auto,Personal L3,Offer2,Call Center,285.276083,SUV,Medsize,26416.25478
LT94367,California,No,Basic,College,1/16/11,Unemployed,M,0,Suburban,Divorced,111,1,72,0,2,Personal Auto,Personal L2,Offer1,Branch,673.262794,Sports Car,Small,26134.90739
TJ30081,Arizona,Yes,Basic,Bachelor,10/2/2011,Employed,M,44428,Suburban,Single,104,17,61,0,2,Personal Auto,Personal L2,Offer1,Call Center,499.2,SUV,Medsize,12036.62051
ZW10467,Arizona,No,Basic,High School or Below,1/16/11,Employed,F,63288,Urban,Married,199,12,92,0,5,Personal Auto,Personal L1,Offer1,Web,558.433218,Luxury Car,Medsize,16107.19004
EB12732,Oregon,No,Basic,High School or Below,1/31/11,Employed,F,96357,Urban,Married,71,4,69,1,1,Personal Auto,Personal L3,Offer2,Branch,238.245103,Four-Door Car,Medsize,2847.965582
IE40701,California,No,Basic,High School or Below,1/30/11,Employed,M,32807,Suburban,Married,73,10,10,0,1,Personal Auto,Personal L2,Offer2,Call Center,350.4,Four-Door Car,Small,2877.354255
WK29536,Oregon,No,Basic,Bachelor,1/23/11,Employed,F,90969,Urban,Single,65,7,22,0,2,Personal Auto,Personal L2,Offer1,Agent,190.751345,Four-Door Car,Medsize,7779.588181
GU84478,Oregon,No,Basic,High School or Below,1/17/11,Employed,M,48207,Urban,Married,63,28,85,2,8,Personal Auto,Personal L1,Offer3,Branch,164.974886,Four-Door Car,Medsize,4908.124429
OF38237,California,No,Basic,Doctor,2/28/11,Disabled,F,29950,Suburban,Married,61,0,76,0,4,Personal Auto,Personal L1,Offer1,Call Center,292.8,Two-Door Car,Medsize,4878.829713
KQ51983,Nevada,No,Basic,College,2/24/11,Unemployed,M,0,Suburban,Single,74,2,42,0,9,Personal Auto,Personal L1,Offer1,Branch,831.752839,Two-Door Car,Medsize,5159.369746
EG40670,California,No,Extended,Bachelor,8/1/2011,Disabled,F,28334,Suburban,Single,83,3,44,0,7,Special Auto,Special L3,Offer1,Agent,537.765151,Four-Door Car,Medsize,6232.687923
XG19917,Washington,No,Extended,Bachelor,5/2/2011,Unemployed,F,0,Suburban,Single,87,6,3,0,1,Personal Auto,Personal L2,Offer2,Branch,760.428495,Four-Door Car,Medsize,3189.66703
FO13691,Oregon,No,Basic,Doctor,1/30/11,Employed,M,73740,Urban,Divorced,64,23,3,0,3,Personal Auto,Personal L3,Offer1,Agent,229.272206,Two-Door Car,Medsize,5124.218174
No94161,California,No,Basic,High School or Below,2/15/11,Employed,M,37703,Rural,Divorced,70,11,51,0,1,Corporate Auto,Corporate L1,Offer3,Agent,83.121963,Two-Door Car,Medsize,2719.431536
ZI47663,Arizona,Yes,Basic,Bachelor,7/1/2011,Employed,F,73054,Urban,Married,106,34,36,1,2,Personal Auto,Personal L2,Offer1,Branch,419.365958,SUV,Medsize,12741.84754
XZ81226,Arizona,No,Extended,Bachelor,1/1/2011,Employed,F,43478,Suburban,Married,80,27,79,0,9,Personal Auto,Personal L1,Offer1,Branch,384.0,Four-Door Car,Medsize,6446.918637
VO26340,Nevada,No,Extended,College,2/1/2011,Unemployed,M,0,Suburban,Single,93,30,70,0,6,Personal Auto,Personal L2,Offer3,Agent,669.6,Two-Door Car,Medsize,6512.976472
MD86050,Oregon,No,Basic,High School or Below,2/28/11,Unemployed,M,0,Suburban,Single,67,20,38,0,8,Personal Auto,Personal L3,Offer4,Branch,482.4,Four-Door Car,Medsize,4721.659016
HO79663,Arizona,No,Basic,Doctor,8/2/2011,Employed,F,45281,Rural,Married,104,13,84,1,1,Personal Auto,Personal L2,Offer1,Branch,65.03063,Sports Car,Medsize,4139.533158
PZ75671,Oregon,No,Extended,College,1/28/11,Unemployed,F,0,Suburban,Married,97,31,58,0,3,Personal Auto,Personal L1,Offer1,Web,465.6,Four-Door Car,Medsize,7223.689647
JV12632,Washington,No,Extended,Master,1/20/11,Unemployed,F,0,Urban,Married,83,25,91,4,1,Corporate Auto,Corporate L2,Offer4,Branch,355.385287,Four-Door Car,Medsize,2858.992036
JW15301,Arizona,No,Basic,High School or Below,1/20/11,Medical Leave,M,24664,Suburban,Married,69,12,15,0,2,Corporate Auto,Corporate L3,Offer2,Agent,496.8,Four-Door Car,Medsize,7787.431684
OM92482,Arizona,No,Basic,Bachelor,9/2/2011,Disabled,M,11698,Suburban,Married,65,4,38,0,3,Personal Auto,Personal L2,Offer2,Branch,468.0,Four-Door Car,Large,4834.397455
OL82456,Oregon,Yes,Basic,Bachelor,2/25/11,Disabled,M,18375,Suburban,Married,103,8,50,0,1,Personal Auto,Personal L1,Offer1,Branch,535.080276,Sports Car,Large,3954.344534
YK66939,Arizona,No,Basic,College,1/25/11,Medical Leave,F,23480,Suburban,Single,117,6,89,0,1,Personal Auto,Personal L2,Offer3,Call Center,842.4,SUV,Medsize,4384.854616
XU20264,Arizona,No,Premium,Bachelor,3/2/2011,Disabled,M,23506,Suburban,Single,113,0,27,0,9,Personal Auto,Personal L3,Offer1,Branch,813.6,Four-Door Car,Medsize,8564.772996
NF31087,Nevada,No,Basic,High School or Below,9/1/2011,Employed,F,44685,Suburban,Married,69,1,41,0,2,Personal Auto,Personal L2,Offer2,Agent,331.2,Four-Door Car,Medsize,24723.18311
AK44985,California,No,Basic,College,2/23/11,Unemployed,F,0,Suburban,Single,110,13,3,0,1,Personal Auto,Personal L2,Offer1,Agent,792.0,SUV,Large,3853.473448
JV63229,Arizona,No,Extended,Bachelor,7/2/2011,Employed,M,81957,Suburban,Divorced,86,23,76,0,4,Personal Auto,Personal L2,Offer2,Branch,433.426544,Four-Door Car,Medsize,6876.309925
BG74433,Oregon,No,Basic,Bachelor,1/22/11,Unemployed,F,0,Suburban,Single,74,19,50,0,1,Corporate Auto,Corporate L1,Offer2,Call Center,532.8,Four-Door Car,Medsize,2604.84712
ZD44648,Arizona,No,Extended,College,12/2/2011,Employed,M,29504,Suburban,Single,125,16,29,0,9,Personal Auto,Personal L3,Offer4,Web,1224.56345,SUV,Medsize,9656.212573
DE34457,Oregon,No,Basic,Doctor,1/22/11,Employed,F,70602,Urban,Married,116,8,47,0,3,Personal Auto,Personal L3,Offer3,Call Center,481.339891,SUV,Small,9416.908485
HY25004,Arizona,No,Basic,High School or Below,10/1/2011,Unemployed,F,0,Suburban,Married,62,12,53,0,3,Personal Auto,Personal L3,Offer2,Call Center,639.758314,Two-Door Car,Medsize,4549.079221
HU82227,Arizona,No,Premium,College,2/23/11,Employed,M,49214,Urban,Married,102,0,82,3,2,Corporate Auto,Corporate L2,Offer1,Agent,371.322406,Four-Door Car,Medsize,15638.57599
RF73080,Oregon,Yes,Extended,College,1/25/11,Retired,M,23091,Suburban,Married,96,28,90,5,5,Personal Auto,Personal L3,Offer1,Agent,460.8,Four-Door Car,Medsize,5926.729379
JY45326,Oregon,No,Basic,College,1/16/11,Employed,M,52380,Suburban,Married,186,27,76,2,1,Personal Auto,Personal L2,Offer1,Call Center,892.8,Luxury SUV,Small,7360.873696
